,FGA_l,FTA_l,MIN_TOT,OREB_l,TOV_l,lineup_ids,lineup_names,points_allowed,points_scored
130,9.9,3.0,9.0,0.0,5.1,203507 - 201573 - 203089 - 203114 - 202349,"Antetokounmpo,Giannis - Bayless,Jerryd - Henson,John - Middleton,Khris - Vasquez,Greivis",6.0,5.0
131,57.0,19.0,30.0,10.0,9.0,203507 - 203487 - 203114 - 203953 - 203101,"Antetokounmpo,Giannis - Carter-Williams,Michael - Middleton,Khris - Parker,Jabari - Plumlee,Miles",6.0,5.3
132,6.0,0.0,3.0,0.0,0.0,201573 - 203142 - 203948 - 203101 - 1626173,"Bayless,Jerryd - Copeland,Chris - O'Bryant III,Johnny - Plumlee,Miles - Vaughn,Rashad",4.0,4.0
133,9.0,6.0,6.0,2.0,3.0,203487 - 203996 - 203948 - 203101 - 1626173,"Carter-Williams,Michael - Inglis,Damien - O'Bryant III,Johnny - Plumlee,Miles - Vaughn,Rashad",6.5,4.0
134,6.0,0.0,3.0,1.0,1.0,203898 - 203996 - 203948 - 202349 - 1626173,"Ennis,Tyler - Inglis,Damien - O'Bryant III,Johnny - Vasquez,Greivis - Vaughn,Rashad",4.0,13.0
135,19.2,2.0,11.6,1.2,4.0,203507 - 201573 - 203089 - 203114 - 203948,"Antetokounmpo,Giannis - Bayless,Jerryd - Henson,John - Middleton,Khris - O'Bryant III,Johnny",5.6,4.3
136,30.0,4.0,14.5,7.0,6.0,203507 - 203487 - 203089 - 203948 - 1626173,"Antetokounmpo,Giannis - Carter-Williams,Michael - Henson,John - O'Bryant III,Johnny - Vaughn,Rashad",6.6,4.6
137,30.0,7.0,14.5,4.0,3.0,203507 - 203487 - 203114 - 202328 - 1626173,"Antetokounmpo,Giannis - Carter-Williams,Michael - Middleton,Khris - Monroe,Greg - Vaughn,Rashad",5.8,7.6
138,7.0,0.0,2.9,2.0,1.0,203507 - 203089 - 201564 - 203114 - 203948,"Antetokounmpo,Giannis - Henson,John - Mayo,O.J. - Middleton,Khris - O'Bryant III,Johnny",4.0,6.0
139,6.0,2.0,2.9,2.0,1.0,201573 - 201564 - 202328 - 203948 - 202349,"Bayless,Jerryd - Mayo,O.J. - Monroe,Greg - O'Bryant III,Johnny - Vasquez,Greivis",2.0,9.0
140,9.0,2.0,5.8,2.0,0.0,201573 - 203114 - 202328 - 203948 - 203953,"Bayless,Jerryd - Middleton,Khris - Monroe,Greg - O'Bryant III,Johnny - Parker,Jabari",3.0,5.0
141,21.2,1.2,11.6,4.0,6.0,203487 - 203089 - 203114 - 203953 - 1626173,"Carter-Williams,Michael - Henson,John - Middleton,Khris - Parker,Jabari - Vaughn,Rashad",8.8,4.5
142,5.0,0.0,2.9,1.0,1.0,203089 - 201564 - 203948 - 203953 - 1626173,"Henson,John - Mayo,O.J. - O'Bryant III,Johnny - Parker,Jabari - Vaughn,Rashad",6.0,2.0
143,10.0,2.0,5.6,1.0,4.0,203507 - 201573 - 203114 - 203948 - 203101,"Antetokounmpo,Giannis - Bayless,Jerryd - Middleton,Khris - O'Bryant III,Johnny - Plumlee,Miles",5.5,7.0
144,3.0,1.0,2.8,0.0,2.0,203507 - 203487 - 203089 - 202328 - 1626173,"Antetokounmpo,Giannis - Carter-Williams,Michael - Henson,John - Monroe,Greg - Vaughn,Rashad",7.0,5.0
145,4.0,2.0,2.8,0.0,0.0,203507 - 203487 - 202328 - 203948 - 202349,"Antetokounmpo,Giannis - Carter-Williams,Michael - Monroe,Greg - O'Bryant III,Johnny - Vasquez,Greivis",7.0,8.0
146,4.0,0.0,2.8,0.0,1.0,203507 - 203089 - 203996 - 203953 - 202349,"Antetokounmpo,Giannis - Henson,John - Inglis,Damien - Parker,Jabari - Vasquez,Greivis",8.0,4.0
147,35.1,20.7,25.2,7.2,8.1,201573 - 203487 - 203114 - 202328 - 203953,"Bayless,Jerryd - Carter-Williams,Michael - Middleton,Khris - Monroe,Greg - Parker,Jabari",6.2,7.2
148,5.0,0.0,2.8,1.0,1.0,201573 - 203089 - 203114 - 202328 - 203953,"Bayless,Jerryd - Henson,John - Middleton,Khris - Monroe,Greg - Parker,Jabari",11.0,6.0
149,5.0,0.0,2.8,0.0,1.0,201573 - 203089 - 203948 - 203953 - 1626173,"Bayless,Jerryd - Henson,John - O'Bryant III,Johnny - Parker,Jabari - Vaughn,Rashad",5.0,5.0
150,23.0,8.0,14.0,3.0,5.0,201573 - 201564 - 203114 - 202328 - 203953,"Bayless,Jerryd - Mayo,O.J. - Middleton,Khris - Monroe,Greg - Parker,Jabari",6.6,7.0
151,6.0,1.0,2.8,1.0,0.0,201573 - 203114 - 203948 - 203101 - 1626173,"Bayless,Jerryd - Middleton,Khris - O'Bryant III,Johnny - Plumlee,Miles - Vaughn,Rashad",8.0,3.0
152,2.0,4.0,2.8,0.0,1.0,203099 - 203898 - 203996 - 203948 - 203101,"Cunningham,Jared - Ennis,Tyler - Inglis,Damien - O'Bryant III,Johnny - Plumlee,Miles",2.0,5.0
153,10.0,0.0,5.6,1.0,1.0,203089 - 201564 - 203114 - 203953 - 1626173,"Henson,John - Mayo,O.J. - Middleton,Khris - Parker,Jabari - Vaughn,Rashad",6.5,6.5
154,5.0,3.0,5.4,0.0,2.0,203507 - 201573 - 203487 - 201564 - 202328,"Antetokounmpo,Giannis - Bayless,Jerryd - Carter-Williams,Michael - Mayo,O.J. - Monroe,Greg",5.0,5.0
155,4.0,0.0,2.7,0.0,1.0,203507 - 201573 - 203089 - 202349 - 1626173,"Antetokounmpo,Giannis - Bayless,Jerryd - Henson,John - Vasquez,Greivis - Vaughn,Rashad",6.0,0.0
156,20.0,8.0,13.5,0.0,4.0,203507 - 201573 - 201564 - 202328 - 1626173,"Antetokounmpo,Giannis - Bayless,Jerryd - Mayo,O.J. - Monroe,Greg - Vaughn,Rashad",7.2,5.0
157,48.6,14.4,24.3,8.1,6.3,203507 - 201573 - 203114 - 202328 - 1626173,"Antetokounmpo,Giannis - Bayless,Jerryd - Middleton,Khris - Monroe,Greg - Vaughn,Rashad",5.2,5.9
158,4.0,3.0,2.7,0.0,0.0,203507 - 201573 - 203948 - 203953 - 1626173,"Antetokounmpo,Giannis - Bayless,Jerryd - O'Bryant III,Johnny - Parker,Jabari - Vaughn,Rashad",8.0,6.0
159,5.0,2.0,2.7,1.0,2.0,203507 - 203487 - 203898 - 203114 - 202328,"Antetokounmpo,Giannis - Carter-Williams,Michael - Ennis,Tyler - Middleton,Khris - Monroe,Greg",3.0,2.0
160,3.0,1.0,2.7,0.0,1.0,201573 - 203099 - 203089 - 203996 - 203953,"Bayless,Jerryd - Cunningham,Jared - Henson,John - Inglis,Damien - Parker,Jabari",5.0,3.0
161,5.0,0.0,2.7,0.0,2.0,201573 - 203089 - 203996 - 203948 - 202349,"Bayless,Jerryd - Henson,John - Inglis,Damien - O'Bryant III,Johnny - Vasquez,Greivis",7.0,4.0
162,3.0,2.0,2.7,0.0,1.0,203487 - 203089 - 201564 - 203114 - 1626173,"Carter-Williams,Michael - Henson,John - Mayo,O.J. - Middleton,Khris - Vaughn,Rashad",8.0,7.0
163,9.0,0.0,5.4,2.0,1.0,203089 - 203114 - 203948 - 202349 - 1626173,"Henson,John - Middleton,Khris - O'Bryant III,Johnny - Vasquez,Greivis - Vaughn,Rashad",1.0,9.0
164,24.0,3.2,10.4,5.2,1.2,203507 - 201573 - 203487 - 202328 - 1626173,"Antetokounmpo,Giannis - Bayless,Jerryd - Carter-Williams,Michael - Monroe,Greg - Vaughn,Rashad",4.3,5.3
165,19.8,9.0,15.6,1.8,4.2,203507 - 201573 - 203114 - 202328 - 203948,"Antetokounmpo,Giannis - Bayless,Jerryd - Middleton,Khris - Monroe,Greg - O'Bryant III,Johnny",5.8,5.5
166,8.0,0.0,5.2,1.0,2.0,203507 - 203487 - 203142 - 203114 - 202328,"Antetokounmpo,Giannis - Carter-Williams,Michael - Copeland,Chris - Middleton,Khris - Monroe,Greg",8.0,4.5
167,28.0,2.8,18.2,2.1,9.1,201573 - 203114 - 202328 - 203953 - 1626173,"Bayless,Jerryd - Middleton,Khris - Monroe,Greg - Parker,Jabari - Vaughn,Rashad",7.0,4.7
168,11.1,6.0,7.8,0.0,0.9,203487 - 203089 - 201564 - 203948 - 1626173,"Carter-Williams,Michael - Henson,John - Mayo,O.J. - O'Bryant III,Johnny - Vaughn,Rashad",4.7,6.0
169,9.0,2.0,5.2,1.0,2.0,203898 - 203996 - 203953 - 203101 - 1626173,"Ennis,Tyler - Inglis,Damien - Parker,Jabari - Plumlee,Miles - Vaughn,Rashad",3.5,2.5
170,30.8,9.1,17.5,2.1,4.2,203507 - 203487 - 201564 - 202328 - 203953,"Antetokounmpo,Giannis - Carter-Williams,Michael - Mayo,O.J. - Monroe,Greg - Parker,Jabari",3.4,6.0
171,20.0,7.2,10.0,3.2,2.0,203507 - 203898 - 203114 - 203948 - 203101,"Antetokounmpo,Giannis - Ennis,Tyler - Middleton,Khris - O'Bryant III,Johnny - Plumlee,Miles",3.5,6.5
172,10.0,4.0,5.0,2.0,2.0,203507 - 203089 - 203948 - 202349 - 1626173,"Antetokounmpo,Giannis - Henson,John - O'Bryant III,Johnny - Vasquez,Greivis - Vaughn,Rashad",6.0,5.5
173,17.2,2.0,10.0,3.2,3.2,203487 - 203089 - 201564 - 203953 - 1626173,"Carter-Williams,Michael - Henson,John - Mayo,O.J. - Parker,Jabari - Vaughn,Rashad",4.0,3.5
174,11.0,3.0,4.8,2.0,1.0,203507 - 203487 - 203089 - 203114 - 1626173,"Antetokounmpo,Giannis - Carter-Williams,Michael - Henson,John - Middleton,Khris - Vaughn,Rashad",3.5,5.0
175,22.0,4.0,12.0,3.0,4.0,203507 - 203898 - 203089 - 203953 - 1626173,"Antetokounmpo,Giannis - Ennis,Tyler - Henson,John - Parker,Jabari - Vaughn,Rashad",3.2,5.4
176,24.0,10.8,14.4,4.2,6.0,203487 - 203089 - 203114 - 203948 - 203953,"Carter-Williams,Michael - Henson,John - Middleton,Khris - O'Bryant III,Johnny - Parker,Jabari",6.5,5.3
177,11.1,0.0,6.9,2.1,2.1,203507 - 201573 - 203953 - 203101 - 1626173,"Antetokounmpo,Giannis - Bayless,Jerryd - Parker,Jabari - Plumlee,Miles - Vaughn,Rashad",5.6,1.3
178,17.2,3.2,9.2,2.0,2.0,201573 - 201564 - 202328 - 203953 - 1626173,"Bayless,Jerryd - Mayo,O.J. - Monroe,Greg - Parker,Jabari - Vaughn,Rashad",4.5,6.0
179,39.6,6.3,20.7,0.9,6.3,203487 - 203114 - 202328 - 203953 - 1626173,"Carter-Williams,Michael - Middleton,Khris - Monroe,Greg - Parker,Jabari - Vaughn,Rashad",4.9,4.9
180,7.0,4.0,4.4,3.0,4.0,203507 - 201573 - 203487 - 203089 - 203953,"Antetokounmpo,Giannis - Bayless,Jerryd - Carter-Williams,Michael - Henson,John - Parker,Jabari",2.0,2.5
181,10.0,2.0,4.4,3.0,0.0,203507 - 201573 - 203089 - 203114 - 202328,"Antetokounmpo,Giannis - Bayless,Jerryd - Henson,John - Middleton,Khris - Monroe,Greg",4.0,8.0
182,22.0,5.0,11.0,5.0,5.0,203507 - 201573 - 203089 - 203114 - 203953,"Antetokounmpo,Giannis - Bayless,Jerryd - Henson,John - Middleton,Khris - Parker,Jabari",3.4,4.4
183,6.0,2.0,4.4,1.0,1.0,203507 - 203898 - 203089 - 203114 - 202328,"Antetokounmpo,Giannis - Ennis,Tyler - Henson,John - Middleton,Khris - Monroe,Greg",4.5,3.0
184,4.0,4.0,4.4,0.0,2.0,203507 - 203898 - 203948 - 203101 - 202349,"Antetokounmpo,Giannis - Ennis,Tyler - O'Bryant III,Johnny - Plumlee,Miles - Vasquez,Greivis",6.0,2.0
185,10.0,2.0,4.4,2.0,1.0,203507 - 201564 - 203114 - 202328 - 203948,"Antetokounmpo,Giannis - Mayo,O.J. - Middleton,Khris - Monroe,Greg - O'Bryant III,Johnny",4.5,5.0
186,12.0,6.0,8.8,0.0,3.2,203507 - 203114 - 202328 - 203948 - 202349,"Antetokounmpo,Giannis - Middleton,Khris - Monroe,Greg - O'Bryant III,Johnny - Vasquez,Greivis",5.1,4.3
187,5.0,2.0,4.4,1.0,1.0,203507 - 203953 - 203101 - 202349 - 1626173,"Antetokounmpo,Giannis - Parker,Jabari - Plumlee,Miles - Vasquez,Greivis - Vaughn,Rashad",2.5,1.5
188,20.0,0.0,11.0,4.0,5.0,203487 - 201564 - 203114 - 202328 - 203948,"Carter-Williams,Michael - Mayo,O.J. - Middleton,Khris - Monroe,Greg - O'Bryant III,Johnny",3.2,5.6
189,11.2,0.0,8.8,0.0,5.2,203142 - 203898 - 203996 - 203101 - 1626173,"Copeland,Chris - Ennis,Tyler - Inglis,Damien - Plumlee,Miles - Vaughn,Rashad",5.3,3.0
190,7.0,0.0,4.2,1.0,2.0,203507 - 201573 - 203898 - 203953 - 203101,"Antetokounmpo,Giannis - Bayless,Jerryd - Ennis,Tyler - Parker,Jabari - Plumlee,Miles",5.5,3.0
191,9.0,0.9,6.3,0.0,2.1,203507 - 201573 - 203089 - 203948 - 1626173,"Antetokounmpo,Giannis - Bayless,Jerryd - Henson,John - O'Bryant III,Johnny - Vaughn,Rashad",6.3,4.3
192,32.4,10.8,18.9,3.6,2.7,203507 - 203487 - 203089 - 203114 - 203948,"Antetokounmpo,Giannis - Carter-Williams,Michael - Henson,John - Middleton,Khris - O'Bryant III,Johnny",4.8,4.4
193,5.0,9.0,4.2,1.0,0.0,203507 - 203089 - 203114 - 203948 - 1626173,"Antetokounmpo,Giannis - Henson,John - Middleton,Khris - O'Bryant III,Johnny - Vaughn,Rashad",2.0,7.5
194,8.1,6.0,6.3,0.0,0.9,201573 - 203089 - 203114 - 203948 - 1626173,"Bayless,Jerryd - Henson,John - Middleton,Khris - O'Bryant III,Johnny - Vaughn,Rashad",2.7,2.7
195,22.8,7.8,12.6,1.2,3.0,203487 - 203089 - 201564 - 203114 - 203948,"Carter-Williams,Michael - Henson,John - Mayo,O.J. - Middleton,Khris - O'Bryant III,Johnny",4.5,4.5
196,8.0,1.0,4.2,0.0,2.0,203487 - 203114 - 202328 - 203948 - 1626173,"Carter-Williams,Michael - Middleton,Khris - Monroe,Greg - O'Bryant III,Johnny - Vaughn,Rashad",3.5,6.5
197,15.2,5.2,8.4,5.2,2.0,203898 - 203996 - 203948 - 203101 - 1626173,"Ennis,Tyler - Inglis,Damien - O'Bryant III,Johnny - Plumlee,Miles - Vaughn,Rashad",3.8,3.3
198,4.0,0.0,4.0,0.0,5.0,203507 - 201573 - 203114 - 203101 - 202349,"Antetokounmpo,Giannis - Bayless,Jerryd - Middleton,Khris - Plumlee,Miles - Vasquez,Greivis",9.0,1.0
199,9.0,3.9,6.0,2.1,3.0,203507 - 203898 - 203089 - 202328 - 1626173,"Antetokounmpo,Giannis - Ennis,Tyler - Henson,John - Monroe,Greg - Vaughn,Rashad",5.4,4.7
200,7.0,1.0,4.0,0.0,1.0,203507 - 203898 - 203996 - 203114 - 202328,"Antetokounmpo,Giannis - Ennis,Tyler - Inglis,Damien - Middleton,Khris - Monroe,Greg",3.0,4.0
201,7.0,6.0,4.0,2.0,1.0,203487 - 203114 - 203953 - 203101 - 1626173,"Carter-Williams,Michael - Middleton,Khris - Parker,Jabari - Plumlee,Miles - Vaughn,Rashad",7.5,4.5
202,8.0,2.0,4.0,1.0,0.0,203898 - 203089 - 201564 - 203948 - 1626173,"Ennis,Tyler - Henson,John - Mayo,O.J. - O'Bryant III,Johnny - Vaughn,Rashad",5.0,5.5
203,6.0,2.0,3.8,1.0,1.0,203507 - 201573 - 203099 - 202328 - 203953,"Antetokounmpo,Giannis - Bayless,Jerryd - Cunningham,Jared - Monroe,Greg - Parker,Jabari",5.5,4.0
204,3.0,6.0,3.8,0.0,0.0,203507 - 201573 - 203898 - 202328 - 203953,"Antetokounmpo,Giannis - Bayless,Jerryd - Ennis,Tyler - Monroe,Greg - Parker,Jabari",6.5,2.5
205,18.0,5.0,9.5,5.0,2.0,203507 - 201573 - 203089 - 201564 - 203114,"Antetokounmpo,Giannis - Bayless,Jerryd - Henson,John - Mayo,O.J. - Middleton,Khris",3.0,2.4
206,8.0,0.0,3.8,3.0,2.0,203507 - 201573 - 203089 - 203953 - 1626173,"Antetokounmpo,Giannis - Bayless,Jerryd - Henson,John - Parker,Jabari - Vaughn,Rashad",1.0,2.0
207,8.1,2.1,5.7,0.9,2.1,203507 - 203089 - 201564 - 203948 - 1626173,"Antetokounmpo,Giannis - Henson,John - Mayo,O.J. - O'Bryant III,Johnny - Vaughn,Rashad",4.0,1.3
208,7.0,0.0,3.8,1.0,1.0,203507 - 203089 - 203114 - 203953 - 202349,"Antetokounmpo,Giannis - Henson,John - Middleton,Khris - Parker,Jabari - Vasquez,Greivis",4.0,4.0
209,11.1,0.0,5.7,2.1,2.1,201573 - 203898 - 203114 - 203948 - 203101,"Bayless,Jerryd - Ennis,Tyler - Middleton,Khris - O'Bryant III,Johnny - Plumlee,Miles",5.4,3.7
210,17.0,6.0,9.5,3.0,4.0,201573 - 203114 - 203953 - 203101 - 1626173,"Bayless,Jerryd - Middleton,Khris - Parker,Jabari - Plumlee,Miles - Vaughn,Rashad",3.2,3.0
211,6.0,0.0,3.8,0.0,1.0,201564 - 203114 - 203953 - 203101 - 1626173,"Mayo,O.J. - Middleton,Khris - Parker,Jabari - Plumlee,Miles - Vaughn,Rashad",2.5,4.0
212,16.8,4.2,10.8,0.0,1.8,203507 - 201573 - 203487 - 203089 - 203114,"Antetokounmpo,Giannis - Bayless,Jerryd - Carter-Williams,Michael - Henson,John - Middleton,Khris",4.6,4.3
213,11.1,0.0,5.4,3.9,3.0,203507 - 201573 - 203898 - 202328 - 1626173,"Antetokounmpo,Giannis - Bayless,Jerryd - Ennis,Tyler - Monroe,Greg - Vaughn,Rashad",5.7,2.0
214,9.0,0.0,5.4,0.9,0.9,203507 - 201573 - 201564 - 202328 - 203948,"Antetokounmpo,Giannis - Bayless,Jerryd - Mayo,O.J. - Monroe,Greg - O'Bryant III,Johnny",5.7,4.0
215,7.0,0.0,3.6,1.0,1.0,203507 - 203898 - 203089 - 203101 - 1626173,"Antetokounmpo,Giannis - Ennis,Tyler - Henson,John - Plumlee,Miles - Vaughn,Rashad",2.0,3.0
216,9.0,0.0,5.4,2.1,2.1,201573 - 203487 - 203114 - 203948 - 203101,"Bayless,Jerryd - Carter-Williams,Michael - Middleton,Khris - O'Bryant III,Johnny - Plumlee,Miles",4.0,4.0
217,14.0,7.0,9.0,2.0,4.0,201573 - 203089 - 203114 - 203948 - 203953,"Bayless,Jerryd - Henson,John - Middleton,Khris - O'Bryant III,Johnny - Parker,Jabari",4.0,4.2
218,12.0,0.0,7.2,1.2,1.2,203898 - 203948 - 203953 - 203101 - 1626173,"Ennis,Tyler - O'Bryant III,Johnny - Parker,Jabari - Plumlee,Miles - Vaughn,Rashad",4.6,2.3
219,11.1,2.1,5.1,3.0,0.9,203507 - 203898 - 203089 - 203114 - 203948,"Antetokounmpo,Giannis - Ennis,Tyler - Henson,John - Middleton,Khris - O'Bryant III,Johnny",5.7,2.0
220,7.0,1.0,3.4,0.0,0.0,203507 - 203089 - 201564 - 203114 - 1626173,"Antetokounmpo,Giannis - Henson,John - Mayo,O.J. - Middleton,Khris - Vaughn,Rashad",3.0,6.0
221,6.0,2.1,5.1,0.9,5.1,203487 - 203089 - 203948 - 203953 - 1626173,"Carter-Williams,Michael - Henson,John - O'Bryant III,Johnny - Parker,Jabari - Vaughn,Rashad",5.0,1.7
222,6.9,2.1,5.1,0.0,2.1,203898 - 203089 - 203114 - 203953 - 203101,"Ennis,Tyler - Henson,John - Middleton,Khris - Parker,Jabari - Plumlee,Miles",3.6,2.3
223,6.0,6.0,4.8,2.1,2.1,203507 - 203487 - 201564 - 203953 - 203101,"Antetokounmpo,Giannis - Carter-Williams,Michael - Mayo,O.J. - Parker,Jabari - Plumlee,Miles",3.7,3.0
224,13.2,2.0,6.4,4.0,4.0,201573 - 203114 - 203948 - 203101 - 202349,"Bayless,Jerryd - Middleton,Khris - O'Bryant III,Johnny - Plumlee,Miles - Vasquez,Greivis",2.2,3.0
225,3.0,2.0,3.2,1.0,4.0,201573 - 203948 - 203953 - 203101 - 1626173,"Bayless,Jerryd - O'Bryant III,Johnny - Parker,Jabari - Plumlee,Miles - Vaughn,Rashad",2.0,1.0
226,16.0,7.0,8.0,6.0,1.0,201564 - 203114 - 202328 - 203953 - 1626173,"Mayo,O.J. - Middleton,Khris - Monroe,Greg - Parker,Jabari - Vaughn,Rashad",3.2,5.0
227,10.0,0.0,6.0,2.0,3.2,203507 - 203487 - 203089 - 201564 - 203953,"Antetokounmpo,Giannis - Carter-Williams,Michael - Henson,John - Mayo,O.J. - Parker,Jabari",3.5,1.0
228,4.0,0.0,3.0,0.0,2.0,203507 - 203487 - 203089 - 201564 - 1626173,"Antetokounmpo,Giannis - Carter-Williams,Michael - Henson,John - Mayo,O.J. - Vaughn,Rashad",4.5,1.0
229,7.2,0.0,6.0,0.0,2.0,203507 - 203487 - 201564 - 203114 - 203953,"Antetokounmpo,Giannis - Carter-Williams,Michael - Mayo,O.J. - Middleton,Khris - Parker,Jabari",4.8,2.3
230,6.0,6.0,6.0,0.0,3.2,203507 - 203089 - 203114 - 203948 - 202349,"Antetokounmpo,Giannis - Henson,John - Middleton,Khris - O'Bryant III,Johnny - Vasquez,Greivis",3.0,3.0
231,6.9,3.9,4.5,0.0,0.9,203507 - 201564 - 203114 - 202328 - 1626173,"Antetokounmpo,Giannis - Mayo,O.J. - Middleton,Khris - Monroe,Greg - Vaughn,Rashad",3.4,3.7
232,10.0,0.0,3.0,3.0,0.0,201573 - 203487 - 203089 - 201564 - 203114,"Bayless,Jerryd - Carter-Williams,Michael - Henson,John - Mayo,O.J. - Middleton,Khris",5.0,3.5
233,5.0,2.0,3.0,0.0,3.0,201573 - 203089 - 201564 - 203114 - 203953,"Bayless,Jerryd - Henson,John - Mayo,O.J. - Middleton,Khris - Parker,Jabari",2.5,3.5
234,10.0,1.2,6.0,0.0,2.0,203898 - 203114 - 203948 - 203101 - 1626173,"Ennis,Tyler - Middleton,Khris - O'Bryant III,Johnny - Plumlee,Miles - Vaughn,Rashad",3.0,4.5
235,8.1,0.0,4.5,3.0,3.0,203089 - 201564 - 203114 - 203948 - 1626173,"Henson,John - Mayo,O.J. - Middleton,Khris - O'Bryant III,Johnny - Vaughn,Rashad",3.0,0.7
236,16.8,8.0,11.2,2.4,3.2,203507 - 201573 - 202328 - 203953 - 1626173,"Antetokounmpo,Giannis - Bayless,Jerryd - Monroe,Greg - Parker,Jabari - Vaughn,Rashad",3.7,2.9
237,7.2,3.2,5.6,1.2,3.2,203507 - 203487 - 203089 - 203953 - 1626173,"Antetokounmpo,Giannis - Carter-Williams,Michael - Henson,John - Parker,Jabari - Vaughn,Rashad",2.5,3.0
238,6.9,2.1,4.2,0.9,0.9,201573 - 203898 - 203948 - 203953 - 203101,"Bayless,Jerryd - Ennis,Tyler - O'Bryant III,Johnny - Parker,Jabari - Plumlee,Miles",5.0,3.0
239,7.0,2.0,2.8,2.0,1.0,201573 - 203089 - 203114 - 203953 - 1626173,"Bayless,Jerryd - Henson,John - Middleton,Khris - Parker,Jabari - Vaughn,Rashad",1.5,1.5
240,5.0,0.0,2.8,0.0,2.0,203898 - 203089 - 203114 - 203101 - 1626173,"Ennis,Tyler - Henson,John - Middleton,Khris - Plumlee,Miles - Vaughn,Rashad",2.0,2.0
241,9.9,0.9,3.9,0.9,0.0,203507 - 201564 - 202328 - 203953 - 1626173,"Antetokounmpo,Giannis - Mayo,O.J. - Monroe,Greg - Parker,Jabari - Vaughn,Rashad",2.7,3.7
242,6.0,5.1,3.9,2.1,2.1,203507 - 203114 - 202328 - 203953 - 202349,"Antetokounmpo,Giannis - Middleton,Khris - Monroe,Greg - Parker,Jabari - Vasquez,Greivis",2.4,2.7
243,6.0,3.0,3.9,0.0,2.1,201573 - 203487 - 203114 - 202328 - 203948,"Bayless,Jerryd - Carter-Williams,Michael - Middleton,Khris - Monroe,Greg - O'Bryant III,Johnny",4.3,2.0
244,8.0,2.0,4.8,0.0,1.2,203507 - 201573 - 201564 - 203114 - 203101,"Antetokounmpo,Giannis - Bayless,Jerryd - Mayo,O.J. - Middleton,Khris - Plumlee,Miles",3.6,1.3
245,6.0,2.1,3.6,0.0,0.0,201573 - 201564 - 203114 - 203953 - 203101,"Bayless,Jerryd - Mayo,O.J. - Middleton,Khris - Parker,Jabari - Plumlee,Miles",3.3,1.0
246,8.1,0.0,3.6,3.9,2.1,203487 - 202328 - 203948 - 203953 - 1626173,"Carter-Williams,Michael - Monroe,Greg - O'Bryant III,Johnny - Parker,Jabari - Vaughn,Rashad",2.4,0.7
247,11.0,0.0,5.5,2.0,3.0,203507 - 203487 - 202328 - 203953 - 1626173,"Antetokounmpo,Giannis - Carter-Williams,Michael - Monroe,Greg - Parker,Jabari - Vaughn,Rashad",3.4,1.6
248,3.9,6.0,3.3,2.1,0.9,203507 - 203099 - 203898 - 203089 - 203101,"Antetokounmpo,Giannis - Cunningham,Jared - Ennis,Tyler - Henson,John - Plumlee,Miles",2.0,2.0
249,5.2,0.0,3.6,0.0,3.2,203507 - 203487 - 202328 - 203948 - 1626173,"Antetokounmpo,Giannis - Carter-Williams,Michael - Monroe,Greg - O'Bryant III,Johnny - Vaughn,Rashad",2.3,1.3
250,20.0,5.0,12.8,1.0,3.0,101106 - 201939 - 201575 - 201574 - 202691,"Bogut,Andrew - Curry,Stephen - Rush,Brandon - Thompson,Jason - Thompson,Klay",26.0,29.0
251,22.0,1.0,12.1,2.0,3.0,203084 - 201939 - 203105 - 203110 - 201575,"Barnes,Harrison - Curry,Stephen - Ezeli,Festus - Green,Draymond - Rush,Brandon",32.0,24.0
252,1033.9,142.1,553.7,102.9,181.3,203084 - 101106 - 201939 - 203110 - 202691,"Barnes,Harrison - Bogut,Andrew - Curry,Stephen - Green,Draymond - Thompson,Klay",23.0,26.2
253,51.0,3.0,26.7,5.1,3.9,101106 - 203110 - 2733 - 201575 - 202691,"Bogut,Andrew - Green,Draymond - Livingston,Shaun - Rush,Brandon - Thompson,Klay",22.0,14.7
254,259.2,49.6,140.8,20.8,44.8,203084 - 201939 - 203105 - 203110 - 202691,"Barnes,Harrison - Curry,Stephen - Ezeli,Festus - Green,Draymond - Thompson,Klay",19.5,20.9
255,458.8,80.6,254.2,34.1,93.0,101106 - 201939 - 203110 - 201575 - 202691,"Bogut,Andrew - Curry,Stephen - Green,Draymond - Rush,Brandon - Thompson,Klay",17.3,19.9
256,15.0,6.0,8.2,3.0,2.0,203546 - 2733 - 203949 - 201574 - 202691,"Clark,Ian - Livingston,Shaun - McAdoo,James Michael - Thompson,Jason - Thompson,Klay",22.0,24.0
257,49.0,23.0,33.5,7.0,12.0,201939 - 203105 - 203110 - 201575 - 202691,"Curry,Stephen - Ezeli,Festus - Green,Draymond - Rush,Brandon - Thompson,Klay",11.8,17.4
258,28.0,2.0,13.0,3.0,2.0,101106 - 203546 - 201939 - 203110 - 201575,"Bogut,Andrew - Clark,Ian - Curry,Stephen - Green,Draymond - Rush,Brandon",13.0,12.0
259,10.0,4.0,6.5,2.0,2.0,203546 - 2738 - 2733 - 201578 - 201574,"Clark,Ian - Iguodala,Andre - Livingston,Shaun - Speights,Marreese - Thompson,Jason",19.0,9.0
260,26.1,8.1,17.1,2.1,6.0,101106 - 203546 - 203110 - 2738 - 202691,"Bogut,Andrew - Clark,Ian - Green,Draymond - Iguodala,Andre - Thompson,Klay",12.6,12.3
